model_uid,model_source,model_name,weights
devtimm_swinv2_base_window16_256_ms_in1k,timm,swinv2_base_window16_256,ms_in1k
devtimm_swinv2_cr_small_224_sw_in1k,timm,swinv2_cr_small_224,sw_in1k
devtimm_swinv2_cr_small_ns_224_sw_in1k,timm,swinv2_cr_small_ns_224,sw_in1k
devtimm_swinv2_cr_tiny_ns_224_sw_in1k,timm,swinv2_cr_tiny_ns_224,sw_in1k
devtimm_swinv2_large_window12_192_ms_in22k,timm,swinv2_large_window12_192,ms_in22k
devtimm_swinv2_large_window12to16_192to256_ms_in22k_ft_in1k,timm,swinv2_large_window12to16_192to256,ms_in22k_ft_in1k
devtimm_swinv2_large_window12to24_192to384_ms_in22k_ft_in1k,timm,swinv2_large_window12to24_192to384,ms_in22k_ft_in1k
devtimm_swinv2_small_window8_256_ms_in1k,timm,swinv2_small_window8_256,ms_in1k
devtimm_swinv2_small_window16_256_ms_in1k,timm,swinv2_small_window16_256,ms_in1k
devtimm_swinv2_tiny_window8_256_ms_in1k,timm,swinv2_tiny_window8_256,ms_in1k
devtimm_swinv2_tiny_window16_256_ms_in1k,timm,swinv2_tiny_window16_256,ms_in1k
devtimm_swsl_resnet18,timm,swsl_resnet18,
devtimm_swsl_resnet50,timm,swsl_resnet50,
devtimm_swsl_resnext50_32x4d,timm,swsl_resnext50_32x4d,
devtimm_swsl_resnext101_32x4d,timm,swsl_resnext101_32x4d,
devtimm_swsl_resnext101_32x8d,timm,swsl_resnext101_32x8d,
devtimm_swsl_resnext101_32x16d,timm,swsl_resnext101_32x16d,
devtimm_tf_efficientnet_b0_aa_in1k,timm,tf_efficientnet_b0,aa_in1k
devtimm_tf_efficientnet_b0_ap_in1k,timm,tf_efficientnet_b0,ap_in1k
devtimm_tf_efficientnet_b0_ns_jft_in1k,timm,tf_efficientnet_b0,ns_jft_in1k
devtimm_tf_efficientnet_b1_aa_in1k,timm,tf_efficientnet_b1,aa_in1k
devtimm_tf_efficientnet_b1_ap_in1k,timm,tf_efficientnet_b1,ap_in1k
devtimm_tf_efficientnet_b1_ns_jft_in1k,timm,tf_efficientnet_b1,ns_jft_in1k
devtimm_tf_efficientnet_b2_aa_in1k,timm,tf_efficientnet_b2,aa_in1k
devtimm_tf_efficientnet_b2_ap_in1k,timm,tf_efficientnet_b2,ap_in1k
devtimm_tf_efficientnet_b2_ns_jft_in1k,timm,tf_efficientnet_b2,ns_jft_in1k
devtimm_tf_efficientnet_b3_aa_in1k,timm,tf_efficientnet_b3,aa_in1k
devtimm_tf_efficientnet_b3_ap_in1k,timm,tf_efficientnet_b3,ap_in1k
devtimm_tf_efficientnet_b3_ns_jft_in1k,timm,tf_efficientnet_b3,ns_jft_in1k
devtimm_tf_efficientnet_b4_aa_in1k,timm,tf_efficientnet_b4,aa_in1k
devtimm_tf_efficientnet_b4_ap_in1k,timm,tf_efficientnet_b4,ap_in1k
devtimm_tf_efficientnet_b4_ns_jft_in1k,timm,tf_efficientnet_b4,ns_jft_in1k
devtimm_tf_efficientnet_b5_ap_in1k,timm,tf_efficientnet_b5,ap_in1k
devtimm_tf_efficientnet_b5_ns_jft_in1k,timm,tf_efficientnet_b5,ns_jft_in1k
devtimm_tf_efficientnet_b5_ra_in1k,timm,tf_efficientnet_b5,ra_in1k
devtimm_tf_efficientnet_b6_aa_in1k,timm,tf_efficientnet_b6,aa_in1k
devtimm_tf_efficientnet_b6_ap_in1k,timm,tf_efficientnet_b6,ap_in1k
devtimm_tf_efficientnet_b6_ns_jft_in1k,timm,tf_efficientnet_b6,ns_jft_in1k
devtimm_tf_efficientnet_b7_ap_in1k,timm,tf_efficientnet_b7,ap_in1k
devtimm_tf_efficientnet_b7_ns_jft_in1k,timm,tf_efficientnet_b7,ns_jft_in1k
devtimm_tf_efficientnet_b7_ra_in1k,timm,tf_efficientnet_b7,ra_in1k
devtimm_tf_efficientnet_b8_ap_in1k,timm,tf_efficientnet_b8,ap_in1k
devtimm_tf_efficientnet_b8_ra_in1k,timm,tf_efficientnet_b8,ra_in1k
devtimm_tf_efficientnet_cc_b0_4e_in1k,timm,tf_efficientnet_cc_b0_4e,in1k
devtimm_tf_efficientnet_cc_b0_8e_in1k,timm,tf_efficientnet_cc_b0_8e,in1k
devtimm_tf_efficientnet_cc_b1_8e_in1k,timm,tf_efficientnet_cc_b1_8e,in1k
devtimm_tf_efficientnet_el_in1k,timm,tf_efficientnet_el,in1k
devtimm_tf_efficientnet_em_in1k,timm,tf_efficientnet_em,in1k
devtimm_tf_efficientnet_es_in1k,timm,tf_efficientnet_es,in1k
devtimm_tf_efficientnet_l2_ns_jft_in1k,timm,tf_efficientnet_l2,ns_jft_in1k
devtimm_tf_efficientnet_l2_ns_jft_in1k_475,timm,tf_efficientnet_l2,ns_jft_in1k_475
devtimm_tf_efficientnet_lite0_in1k,timm,tf_efficientnet_lite0,in1k
devtimm_tf_efficientnet_lite1_in1k,timm,tf_efficientnet_lite1,in1k
devtimm_tf_efficientnet_lite2_in1k,timm,tf_efficientnet_lite2,in1k
devtimm_tf_efficientnet_lite3_in1k,timm,tf_efficientnet_lite3,in1k
devtimm_tf_efficientnet_lite4_in1k,timm,tf_efficientnet_lite4,in1k
devtimm_tf_efficientnetv2_b0_in1k,timm,tf_efficientnetv2_b0,in1k
devtimm_tf_efficientnetv2_b1_in1k,timm,tf_efficientnetv2_b1,in1k
devtimm_tf_efficientnetv2_b2_in1k,timm,tf_efficientnetv2_b2,in1k
devtimm_tf_efficientnetv2_b3_in1k,timm,tf_efficientnetv2_b3,in1k
devtimm_tf_efficientnetv2_b3_in21k,timm,tf_efficientnetv2_b3,in21k
devtimm_tf_efficientnetv2_b3_in21k_ft_in1k,timm,tf_efficientnetv2_b3,in21k_ft_in1k
devtimm_tf_efficientnetv2_l_in1k,timm,tf_efficientnetv2_l,in1k
devtimm_tf_efficientnetv2_l_in21k,timm,tf_efficientnetv2_l,in21k
devtimm_tf_efficientnetv2_l_in21k_ft_in1k,timm,tf_efficientnetv2_l,in21k_ft_in1k
devtimm_tf_efficientnetv2_m_in1k,timm,tf_efficientnetv2_m,in1k
devtimm_tf_efficientnetv2_m_in21k,timm,tf_efficientnetv2_m,in21k
devtimm_tf_efficientnetv2_m_in21k_ft_in1k,timm,tf_efficientnetv2_m,in21k_ft_in1k
devtimm_tf_efficientnetv2_s_in1k,timm,tf_efficientnetv2_s,in1k
devtimm_tf_efficientnetv2_s_in21k,timm,tf_efficientnetv2_s,in21k
devtimm_tf_efficientnetv2_s_in21k_ft_in1k,timm,tf_efficientnetv2_s,in21k_ft_in1k
devtimm_tf_efficientnetv2_xl_in21k,timm,tf_efficientnetv2_xl,in21k
devtimm_tf_efficientnetv2_xl_in21k_ft_in1k,timm,tf_efficientnetv2_xl,in21k_ft_in1k
devtimm_tf_inception_v3,timm,tf_inception_v3,
devtimm_tf_mixnet_l_in1k,timm,tf_mixnet_l,in1k
devtimm_tf_mixnet_m_in1k,timm,tf_mixnet_m,in1k
devtimm_tf_mixnet_s_in1k,timm,tf_mixnet_s,in1k
devtimm_tf_mobilenetv3_large_075_in1k,timm,tf_mobilenetv3_large_075,in1k
devtimm_tf_mobilenetv3_large_100_in1k,timm,tf_mobilenetv3_large_100,in1k
devtimm_tf_mobilenetv3_large_minimal_100_in1k,timm,tf_mobilenetv3_large_minimal_100,in1k
devtimm_tf_mobilenetv3_small_075_in1k,timm,tf_mobilenetv3_small_075,in1k
devtimm_tf_mobilenetv3_small_100_in1k,timm,tf_mobilenetv3_small_100,in1k
devtimm_tf_mobilenetv3_small_minimal_100_in1k,timm,tf_mobilenetv3_small_minimal_100,in1k
devtimm_tinynet_a_in1k,timm,tinynet_a,in1k
devtimm_tinynet_b_in1k,timm,tinynet_b,in1k
devtimm_tinynet_c_in1k,timm,tinynet_c,in1k
devtimm_tinynet_d_in1k,timm,tinynet_d,in1k
devtimm_tinynet_e_in1k,timm,tinynet_e,in1k
devtimm_tnt_s_patch16_224,timm,tnt_s_patch16_224,
devtimm_tresnet_l,timm,tresnet_l,
devtimm_tresnet_l_448,timm,tresnet_l_448,
devtimm_tresnet_m,timm,tresnet_m,
devtimm_tresnet_m_448,timm,tresnet_m_448,
devtimm_tresnet_m_miil_in21k,timm,tresnet_m_miil_in21k,
devtimm_tresnet_v2_l,timm,tresnet_v2_l,
devtimm_tresnet_xl,timm,tresnet_xl,
devtimm_tresnet_xl_448,timm,tresnet_xl_448,
devtimm_tv_densenet121,timm,tv_densenet121,
devtimm_tv_resnet34,timm,tv_resnet34,
devtimm_tv_resnet50,timm,tv_resnet50,
devtimm_tv_resnet101,timm,tv_resnet101,
devtimm_tv_resnet152,timm,tv_resnet152,
devtimm_tv_resnext50_32x4d,timm,tv_resnext50_32x4d,
devtimm_twins_pcpvt_base,timm,twins_pcpvt_base,
devtimm_twins_pcpvt_large,timm,twins_pcpvt_large,
devtimm_twins_pcpvt_small,timm,twins_pcpvt_small,
devtimm_twins_svt_base,timm,twins_svt_base,
devtimm_twins_svt_large,timm,twins_svt_large,
devtimm_twins_svt_small,timm,twins_svt_small,
devtimm_vgg11,timm,vgg11,
devtimm_vgg11_bn,timm,vgg11_bn,
devtimm_vgg13,timm,vgg13,
devtimm_vgg13_bn,timm,vgg13_bn,
devtimm_vgg16,timm,vgg16,
devtimm_vgg16_bn,timm,vgg16_bn,
devtimm_vgg19,timm,vgg19,
devtimm_vgg19_bn,timm,vgg19_bn,
devtimm_visformer_small,timm,visformer_small,
devtimm_vit_base_patch8_224_augreg2_in21k_ft_in1k,timm,vit_base_patch8_224,augreg2_in21k_ft_in1k
devtimm_vit_base_patch8_224_augreg_in21k,timm,vit_base_patch8_224,augreg_in21k
devtimm_vit_base_patch8_224_augreg_in21k_ft_in1k,timm,vit_base_patch8_224,augreg_in21k_ft_in1k
devtimm_vit_base_patch8_224_dino,timm,vit_base_patch8_224,dino
devtimm_vit_base_patch16_224_augreg2_in21k_ft_in1k,timm,vit_base_patch16_224,augreg2_in21k_ft_in1k
devtimm_vit_base_patch16_224_augreg_in1k,timm,vit_base_patch16_224,augreg_in1k
devtimm_vit_base_patch16_224_augreg_in21k,timm,vit_base_patch16_224,augreg_in21k
devtimm_vit_base_patch16_224_augreg_in21k_ft_in1k,timm,vit_base_patch16_224,augreg_in21k_ft_in1k
devtimm_vit_base_patch16_224_dino,timm,vit_base_patch16_224,dino
devtimm_vit_base_patch16_224_orig_in21k_ft_in1k,timm,vit_base_patch16_224,orig_in21k_ft_in1k
devtimm_vit_base_patch16_224_sam,timm,vit_base_patch16_224,sam
devtimm_vit_base_patch16_224_miil_in21k,timm,vit_base_patch16_224_miil,in21k
devtimm_vit_base_patch16_224_miil_in21k_ft_in1k,timm,vit_base_patch16_224_miil,in21k_ft_in1k
devtimm_vit_base_patch16_384_augreg_in1k,timm,vit_base_patch16_384,augreg_in1k
devtimm_vit_base_patch16_384_augreg_in21k_ft_in1k,timm,vit_base_patch16_384,augreg_in21k_ft_in1k
devtimm_vit_base_patch16_384_orig_in21k_ft_in1k,timm,vit_base_patch16_384,orig_in21k_ft_in1k
devtimm_vit_base_patch16_clip_224_laion2b_ft_in1k,timm,vit_base_patch16_clip_224,laion2b_ft_in1k
devtimm_vit_base_patch16_clip_224_laion2b_ft_in12k,timm,vit_base_patch16_clip_224,laion2b_ft_in12k
devtimm_vit_base_patch16_clip_224_laion2b_ft_in12k_in1k,timm,vit_base_patch16_clip_224,laion2b_ft_in12k_in1k
devtimm_vit_base_patch16_clip_224_openai,timm,vit_base_patch16_clip_224,openai
devtimm_vit_base_patch16_clip_224_openai_ft_in1k,timm,vit_base_patch16_clip_224,openai_ft_in1k
devtimm_vit_base_patch16_clip_224_openai_ft_in12k,timm,vit_base_patch16_clip_224,openai_ft_in12k
devtimm_vit_base_patch16_clip_224_openai_ft_in12k_in1k,timm,vit_base_patch16_clip_224,openai_ft_in12k_in1k
devtimm_vit_base_patch16_clip_384_laion2b_ft_in1k,timm,vit_base_patch16_clip_384,laion2b_ft_in1k
devtimm_vit_base_patch16_clip_384_laion2b_ft_in12k_in1k,timm,vit_base_patch16_clip_384,laion2b_ft_in12k_in1k
devtimm_vit_base_patch16_clip_384_openai_ft_in1k,timm,vit_base_patch16_clip_384,openai_ft_in1k
devtimm_vit_base_patch16_clip_384_openai_ft_in12k_in1k,timm,vit_base_patch16_clip_384,openai_ft_in12k_in1k
devtimm_vit_base_patch16_rpn_224_in1k,timm,vit_base_patch16_rpn_224,in1k
devtimm_vit_base_patch32_224_augreg_in1k,timm,vit_base_patch32_224,augreg_in1k
devtimm_vit_base_patch32_224_augreg_in21k,timm,vit_base_patch32_224,augreg_in21k
devtimm_vit_base_patch32_224_augreg_in21k_ft_in1k,timm,vit_base_patch32_224,augreg_in21k_ft_in1k
devtimm_vit_base_patch32_224_sam,timm,vit_base_patch32_224,sam
devtimm_vit_base_patch32_384_augreg_in1k,timm,vit_base_patch32_384,augreg_in1k
devtimm_vit_base_patch32_384_augreg_in21k_ft_in1k,timm,vit_base_patch32_384,augreg_in21k_ft_in1k
devtimm_vit_base_patch32_clip_224_laion2b,timm,vit_base_patch32_clip_224,laion2b
devtimm_vit_base_patch32_clip_224_laion2b_ft_in1k,timm,vit_base_patch32_clip_224,laion2b_ft_in1k
devtimm_vit_base_patch32_clip_224_laion2b_ft_in12k_in1k,timm,vit_base_patch32_clip_224,laion2b_ft_in12k_in1k
devtimm_vit_base_patch32_clip_224_openai,timm,vit_base_patch32_clip_224,openai
devtimm_vit_base_patch32_clip_224_openai_ft_in1k,timm,vit_base_patch32_clip_224,openai_ft_in1k
devtimm_vit_base_patch32_clip_384_laion2b_ft_in12k_in1k,timm,vit_base_patch32_clip_384,laion2b_ft_in12k_in1k
devtimm_vit_base_patch32_clip_384_openai_ft_in12k_in1k,timm,vit_base_patch32_clip_384,openai_ft_in12k_in1k
devtimm_vit_base_patch32_clip_448_laion2b_ft_in12k_in1k,timm,vit_base_patch32_clip_448,laion2b_ft_in12k_in1k
devtimm_vit_base_r50_s16_224_orig_in21k,timm,vit_base_r50_s16_224,orig_in21k
devtimm_vit_base_r50_s16_384_orig_in21k_ft_in1k,timm,vit_base_r50_s16_384,orig_in21k_ft_in1k
devtimm_vit_giant_patch14_clip_224_laion2b,timm,vit_giant_patch14_clip_224,laion2b
devtimm_vit_gigantic_patch14_clip_224_laion2b,timm,vit_gigantic_patch14_clip_224,laion2b
devtimm_vit_huge_patch14_224_orig_in21k,timm,vit_huge_patch14_224,orig_in21k
devtimm_vit_huge_patch14_clip_224_laion2b,timm,vit_huge_patch14_clip_224,laion2b
devtimm_vit_huge_patch14_clip_224_laion2b_ft_in1k,timm,vit_huge_patch14_clip_224,laion2b_ft_in1k
devtimm_vit_huge_patch14_clip_224_laion2b_ft_in12k,timm,vit_huge_patch14_clip_224,laion2b_ft_in12k
devtimm_vit_huge_patch14_clip_224_laion2b_ft_in12k_in1k,timm,vit_huge_patch14_clip_224,laion2b_ft_in12k_in1k
devtimm_vit_huge_patch14_clip_336_laion2b_ft_in12k_in1k,timm,vit_huge_patch14_clip_336,laion2b_ft_in12k_in1k
devtimm_vit_large_patch14_clip_224_laion2b,timm,vit_large_patch14_clip_224,laion2b
devtimm_vit_large_patch14_clip_224_laion2b_ft_in1k,timm,vit_large_patch14_clip_224,laion2b_ft_in1k
devtimm_vit_large_patch14_clip_224_laion2b_ft_in12k,timm,vit_large_patch14_clip_224,laion2b_ft_in12k
devtimm_vit_large_patch14_clip_224_laion2b_ft_in12k_in1k,timm,vit_large_patch14_clip_224,laion2b_ft_in12k_in1k
devtimm_vit_large_patch14_clip_224_openai,timm,vit_large_patch14_clip_224,openai
devtimm_vit_large_patch14_clip_224_openai_ft_in1k,timm,vit_large_patch14_clip_224,openai_ft_in1k
devtimm_vit_large_patch14_clip_224_openai_ft_in12k,timm,vit_large_patch14_clip_224,openai_ft_in12k
devtimm_vit_large_patch14_clip_224_openai_ft_in12k_in1k,timm,vit_large_patch14_clip_224,openai_ft_in12k_in1k
devtimm_vit_large_patch14_clip_336_laion2b_ft_in1k,timm,vit_large_patch14_clip_336,laion2b_ft_in1k
devtimm_vit_large_patch14_clip_336_laion2b_ft_in12k_in1k,timm,vit_large_patch14_clip_336,laion2b_ft_in12k_in1k
devtimm_vit_large_patch14_clip_336_openai_ft_in12k_in1k,timm,vit_large_patch14_clip_336,openai_ft_in12k_in1k
devtimm_vit_large_patch16_224_augreg_in21k,timm,vit_large_patch16_224,augreg_in21k
devtimm_vit_large_patch16_224_augreg_in21k_ft_in1k,timm,vit_large_patch16_224,augreg_in21k_ft_in1k
devtimm_vit_large_patch16_384_augreg_in21k_ft_in1k,timm,vit_large_patch16_384,augreg_in21k_ft_in1k
devtimm_vit_large_patch32_224_orig_in21k,timm,vit_large_patch32_224,orig_in21k
devtimm_vit_large_patch32_384_orig_in21k_ft_in1k,timm,vit_large_patch32_384,orig_in21k_ft_in1k
devtimm_vit_large_r50_s32_224_augreg_in21k,timm,vit_large_r50_s32_224,augreg_in21k
devtimm_vit_large_r50_s32_224_augreg_in21k_ft_in1k,timm,vit_large_r50_s32_224,augreg_in21k_ft_in1k
devtimm_vit_large_r50_s32_384_augreg_in21k_ft_in1k,timm,vit_large_r50_s32_384,augreg_in21k_ft_in1k
devtimm_vit_medium_patch16_gap_240_in12k,timm,vit_medium_patch16_gap_240,in12k
devtimm_vit_medium_patch16_gap_256_in12k_ft_in1k,timm,vit_medium_patch16_gap_256,in12k_ft_in1k
devtimm_vit_medium_patch16_gap_384_in12k_ft_in1k,timm,vit_medium_patch16_gap_384,in12k_ft_in1k
devtimm_vit_relpos_base_patch16_224_sw_in1k,timm,vit_relpos_base_patch16_224,sw_in1k
devtimm_vit_relpos_base_patch16_clsgap_224_sw_in1k,timm,vit_relpos_base_patch16_clsgap_224,sw_in1k
devtimm_vit_relpos_base_patch32_plus_rpn_256_sw_in1k,timm,vit_relpos_base_patch32_plus_rpn_256,sw_in1k
devtimm_vit_relpos_medium_patch16_224_sw_in1k,timm,vit_relpos_medium_patch16_224,sw_in1k
devtimm_vit_relpos_medium_patch16_cls_224_sw_in1k,timm,vit_relpos_medium_patch16_cls_224,sw_in1k
devtimm_vit_relpos_medium_patch16_rpn_224_sw_in1k,timm,vit_relpos_medium_patch16_rpn_224,sw_in1k
devtimm_vit_relpos_small_patch16_224_sw_in1k,timm,vit_relpos_small_patch16_224,sw_in1k
devtimm_vit_small_patch8_224_dino,timm,vit_small_patch8_224,dino
devtimm_vit_small_patch16_224_augreg_in1k,timm,vit_small_patch16_224,augreg_in1k
devtimm_vit_small_patch16_224_augreg_in21k,timm,vit_small_patch16_224,augreg_in21k
devtimm_vit_small_patch16_224_augreg_in21k_ft_in1k,timm,vit_small_patch16_224,augreg_in21k_ft_in1k
devtimm_vit_small_patch16_224_dino,timm,vit_small_patch16_224,dino
devtimm_vit_small_patch16_384_augreg_in1k,timm,vit_small_patch16_384,augreg_in1k
devtimm_vit_small_patch16_384_augreg_in21k_ft_in1k,timm,vit_small_patch16_384,augreg_in21k_ft_in1k
devtimm_vit_small_patch32_224_augreg_in21k,timm,vit_small_patch32_224,augreg_in21k
devtimm_vit_small_patch32_224_augreg_in21k_ft_in1k,timm,vit_small_patch32_224,augreg_in21k_ft_in1k
devtimm_vit_small_patch32_384_augreg_in21k_ft_in1k,timm,vit_small_patch32_384,augreg_in21k_ft_in1k
devtimm_vit_small_r26_s32_224_augreg_in21k,timm,vit_small_r26_s32_224,augreg_in21k
devtimm_vit_small_r26_s32_224_augreg_in21k_ft_in1k,timm,vit_small_r26_s32_224,augreg_in21k_ft_in1k
devtimm_vit_small_r26_s32_384_augreg_in21k_ft_in1k,timm,vit_small_r26_s32_384,augreg_in21k_ft_in1k
devtimm_vit_srelpos_medium_patch16_224_sw_in1k,timm,vit_srelpos_medium_patch16_224,sw_in1k
devtimm_vit_srelpos_small_patch16_224_sw_in1k,timm,vit_srelpos_small_patch16_224,sw_in1k
devtimm_vit_tiny_patch16_224_augreg_in21k,timm,vit_tiny_patch16_224,augreg_in21k
devtimm_vit_tiny_patch16_224_augreg_in21k_ft_in1k,timm,vit_tiny_patch16_224,augreg_in21k_ft_in1k
devtimm_vit_tiny_patch16_384_augreg_in21k_ft_in1k,timm,vit_tiny_patch16_384,augreg_in21k_ft_in1k
devtimm_vit_tiny_r_s16_p8_224_augreg_in21k,timm,vit_tiny_r_s16_p8_224,augreg_in21k
devtimm_vit_tiny_r_s16_p8_224_augreg_in21k_ft_in1k,timm,vit_tiny_r_s16_p8_224,augreg_in21k_ft_in1k
devtimm_vit_tiny_r_s16_p8_384_augreg_in21k_ft_in1k,timm,vit_tiny_r_s16_p8_384,augreg_in21k_ft_in1k
devtimm_volo_d1_224,timm,volo_d1_224,
devtimm_volo_d1_384,timm,volo_d1_384,
devtimm_volo_d2_224,timm,volo_d2_224,
devtimm_volo_d2_384,timm,volo_d2_384,
devtimm_volo_d3_224,timm,volo_d3_224,
devtimm_volo_d3_448,timm,volo_d3_448,
devtimm_volo_d4_224,timm,volo_d4_224,
devtimm_volo_d4_448,timm,volo_d4_448,
devtimm_volo_d5_224,timm,volo_d5_224,
devtimm_volo_d5_448,timm,volo_d5_448,
devtimm_volo_d5_512,timm,volo_d5_512,
devtimm_wide_resnet50_2,timm,wide_resnet50_2,
devtimm_wide_resnet101_2,timm,wide_resnet101_2,
devtimm_xception,timm,xception,
devtimm_xception41,timm,xception41,
devtimm_xception41p,timm,xception41p,
devtimm_xception65,timm,xception65,
devtimm_xception65p,timm,xception65p,
devtimm_xception71,timm,xception71,
devtimm_xcit_large_24_p8_224,timm,xcit_large_24_p8_224,
devtimm_xcit_large_24_p8_224_dist,timm,xcit_large_24_p8_224_dist,
devtimm_xcit_large_24_p8_384_dist,timm,xcit_large_24_p8_384_dist,
devtimm_xcit_large_24_p16_224,timm,xcit_large_24_p16_224,
devtimm_xcit_large_24_p16_224_dist,timm,xcit_large_24_p16_224_dist,
devtimm_xcit_large_24_p16_384_dist,timm,xcit_large_24_p16_384_dist,
devtimm_xcit_medium_24_p8_224,timm,xcit_medium_24_p8_224,
devtimm_xcit_medium_24_p8_224_dist,timm,xcit_medium_24_p8_224_dist,
devtimm_xcit_medium_24_p8_384_dist,timm,xcit_medium_24_p8_384_dist,
devtimm_xcit_medium_24_p16_224,timm,xcit_medium_24_p16_224,
devtimm_xcit_medium_24_p16_224_dist,timm,xcit_medium_24_p16_224_dist,
devtimm_xcit_medium_24_p16_384_dist,timm,xcit_medium_24_p16_384_dist,
devtimm_xcit_nano_12_p8_224,timm,xcit_nano_12_p8_224,
devtimm_xcit_nano_12_p8_224_dist,timm,xcit_nano_12_p8_224_dist,
devtimm_xcit_nano_12_p8_384_dist,timm,xcit_nano_12_p8_384_dist,
devtimm_xcit_nano_12_p16_224,timm,xcit_nano_12_p16_224,
devtimm_xcit_nano_12_p16_224_dist,timm,xcit_nano_12_p16_224_dist,
devtimm_xcit_nano_12_p16_384_dist,timm,xcit_nano_12_p16_384_dist,
devtimm_xcit_small_12_p8_224,timm,xcit_small_12_p8_224,
devtimm_xcit_small_12_p8_224_dist,timm,xcit_small_12_p8_224_dist,
devtimm_xcit_small_12_p8_384_dist,timm,xcit_small_12_p8_384_dist,
devtimm_xcit_small_12_p16_224,timm,xcit_small_12_p16_224,
devtimm_xcit_small_12_p16_224_dist,timm,xcit_small_12_p16_224_dist,
devtimm_xcit_small_12_p16_384_dist,timm,xcit_small_12_p16_384_dist,
devtimm_xcit_small_24_p8_224,timm,xcit_small_24_p8_224,
devtimm_xcit_small_24_p8_224_dist,timm,xcit_small_24_p8_224_dist,
devtimm_xcit_small_24_p8_384_dist,timm,xcit_small_24_p8_384_dist,
devtimm_xcit_small_24_p16_224,timm,xcit_small_24_p16_224,
devtimm_xcit_small_24_p16_224_dist,timm,xcit_small_24_p16_224_dist,
devtimm_xcit_small_24_p16_384_dist,timm,xcit_small_24_p16_384_dist,
devtimm_xcit_tiny_12_p8_224,timm,xcit_tiny_12_p8_224,
devtimm_xcit_tiny_12_p8_224_dist,timm,xcit_tiny_12_p8_224_dist,
devtimm_xcit_tiny_12_p8_384_dist,timm,xcit_tiny_12_p8_384_dist,
devtimm_xcit_tiny_12_p16_224,timm,xcit_tiny_12_p16_224,
devtimm_xcit_tiny_12_p16_224_dist,timm,xcit_tiny_12_p16_224_dist,
devtimm_xcit_tiny_12_p16_384_dist,timm,xcit_tiny_12_p16_384_dist,
devtimm_xcit_tiny_24_p8_224,timm,xcit_tiny_24_p8_224,
devtimm_xcit_tiny_24_p8_224_dist,timm,xcit_tiny_24_p8_224_dist,
devtimm_xcit_tiny_24_p8_384_dist,timm,xcit_tiny_24_p8_384_dist,
devtimm_xcit_tiny_24_p16_224,timm,xcit_tiny_24_p16_224,
devtimm_xcit_tiny_24_p16_224_dist,timm,xcit_tiny_24_p16_224_dist,
devtimm_xcit_tiny_24_p16_384_dist,timm,xcit_tiny_24_p16_384_dist,
